species,address,latitude,longitude
New Zealand Xmas Tree,78 Miramar Ave,37.719622131539,-122.458084262322
New Zealand Xmas Tree,131 Miramar Ave,37.7206031162173,-122.458269273995
New Zealand Xmas Tree,131 Miramar Ave,37.7206303056246,-122.458256412019
New Zealand Xmas Tree,1674 17th Ave,37.7566899064191,-122.474407740477
Sycamore: London Plane,2863 Pacific Ave,37.7923020171871,-122.442461031666
Brisbane Box,500 Hyde St,37.7855448944115,-122.416217249547
Brisbane Box,500 Hyde St,37.7856754391124,-122.416248450599
Brisbane Box,598x Ellis St,37.784487985324,-122.415988545965
Brisbane Box,500 Hyde St,37.7855028295219,-122.416203484529
Brisbane Box,795 Geary St,37.7862882722428,-122.416113552304
Brisbane Box,598x Ellis St,37.784487985324,-122.415988545965
Brisbane Box,500 Hyde St,37.7855898596379,-122.416221837886
Brisbane Box,795 Geary St,37.7862795694832,-122.41617687179
Brisbane Box,161 Leavenworth St,37.7824158124941,-122.414068369022
Brisbane Box,161 Leavenworth St,37.7824158124941,-122.414068369022
Sycamore: London Plane,6242 California St,37.783977233395,-122.484744500147
