tree_id,legal_status,species,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude,geometry
52913,Permitted Site,Lophostemon confertus :: Brisbane Box,150X Moulton St,1.0,Sidewalk: Curb side : Cutout,Private,2006-07-27,18.0,3x3,37.8039830121097,-122.404195745182,POINT (-122.404195745182 37.8039830121097)
26370,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,2661 San Jose Ave,1.0,Sidewalk: Curb side : Cutout,Private,1997-12-16,3.0,3X3,37.7152482818667,-122.45106153865,POINT (-122.45106153865 37.7152482818667)
54635,Permitted Site,Tree(s) ::,1740 Quint St,1.0,Sidewalk: Curb side : Cutout,Private,1972-07-27,,,37.7351575912351,-122.398695110834,POINT (-122.398695110834 37.7351575912351)
61885,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1574 24th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1985-03-08,11.0,,37.7582414708565,-122.48205183354,POINT (-122.48205183354 37.7582414708565)
133006,DPW Maintained,Pittosporum undulatum :: Victorian Box,300 Fulton St,1.0,Sidewalk: Curb side : Cutout,DPW,2012-08-24,2.0,Width 4ft,37.7790075453106,-122.421905736669,POINT (-122.421905736669 37.7790075453106)
50413,Permitted Site,Magnolia grandiflora :: Southern Magnolia,1030 Post St,1.0,Sidewalk: Curb side : Cutout,Private,2003-10-06,,,37.7870415817434,-122.41881170716,POINT (-122.41881170716 37.7870415817434)
58292,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,371 Noe St,1.0,Sidewalk: Curb side : Cutout,Private,1993-11-16,,,37.7630945503236,-122.432905351905,POINT (-122.432905351905 37.7630945503236)
44304,Permitted Site,Tree(s) ::,3100 Cesar Chavez St,19.0,Sidewalk: Curb side : Cutout,Private,2001-02-27,,,37.7483835914924,-122.411514635828,POINT (-122.411514635828 37.7483835914924)
34237,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,646 Mission St,2.0,Sidewalk: Curb side : Cutout,Private,1997-07-07,8.0,,37.7871604734188,-122.401036431708,POINT (-122.401036431708 37.7871604734188)
61263,Permitted Site,Maytenus boaria :: Mayten,461 Anderson St,1.0,Sidewalk: Curb side : Cutout,Private,1984-01-07,,,37.7376604842656,-122.415203622628,POINT (-122.415203622628 37.7376604842656)
122596,Planning Code 138.1 required,Pyrus calleryana :: Ornamental Pear,42X Colin P Kelly Jr St,4.0,Sidewalk: Curb side : Cutout,Private,2016-12-12,3.0,3x3,37.781152948088,-122.390064228941,POINT (-122.390064228941 37.781152948088)
92395,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2290 34th Ave,2.0,Sidewalk: Curb side : Cutout,Private,2009-07-29,2.0,3x3,37.7444081200554,-122.491842887636,POINT (-122.491842887636 37.7444081200554)
111661,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1398x Kansas St,1.0,Median : Cutout,DPW,2015-06-25,3.0,3x3,37.7520796461774,-122.402326221379,POINT (-122.402326221379 37.7520796461774)
30840,DPW Maintained,Maytenus boaria :: Mayten,197 Corbett Ave,2.0,Sidewalk: Curb side : Cutout,Private,1995-02-06,4.0,,37.7616944123822,-122.442708945968,POINT (-122.442708945968 37.7616944123822)
103825,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1000 Polk St,3.0,Sidewalk: Curb side : Cutout,Private,2009-11-01,3.0,3x3,37.7861290373663,-122.41969215528,POINT (-122.41969215528 37.7861290373663)
25921,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1900 Oakdale Ave,2.0,Sidewalk: Curb side : Cutout,Private,1997-04-22,12.0,3x3,37.737952831067,-122.396073232506,POINT (-122.396073232506 37.737952831067)
109785,Permitted Site,Ginkgo biloba :: Maidenhair Tree,380 FULTON ST,2.0,Sidewalk: Curb side : Cutout,Private,2016-11-22,3.0,3x3,37.7788425501417,-122.423032307462,POINT (-122.423032307462 37.7788425501417)
